id,nemo,descipcion,agrupacion,tipo_agente,fecha_proceso,lote_id_log
149953,APSAPAOY,PASEO ALCORTA EX NEW SHOPPING,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
149954,APSASAAY,ALTO PALERMO S.A. - Alto NOA,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
149955,AR3MGAON,3M ARGENTINA PLANTA GARIN,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149956,AR3MHUON,3M ARGENTINA HURLINGHAM,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149957,ARCALACN,GD0621CI - ARCANGEL MAGGIO SA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149958,ARCO00ON,ARCOS DORADOS - SIS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149959,ARCO02CN,ARCOS DORADOS - FL2,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149960,ARCO02ON,ARCOS DORADOS - ACA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149961,ARCO03CN,ARCOS DORADOS - FL3,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149962,ARCO04CN,ARCOS DORADOS - FLA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149963,ARCO04ON,ARCOS DORADOS - AR3,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149964,ARCO05CN,ARCOS DORADOS - FLO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149965,ARCO05ON,ARCOS DORADOS - AT1,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149966,ARCO06CN,ARCOS DORADOS - FLS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149967,ARCO06ON,ARCOS DORADOS - ATA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149968,ARCO07CN,ARCOS DORADOS - LAR,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149969,ARCO07ON,ARCOS DORADOS - BAL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149970,ARCO08CN,ARCOS DORADOS - LAV,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149971,ARCO08ON,ARCOS DORADOS - BEL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149972,ARCO09CN,ARCOS DORADOS - LIM,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149973,ARCO09ON,ARCOS DORADOS - BEU,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149974,ARCO0YON,ARCOS DORADOS - SMP,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149975,ARCO10ON,ARCOS DORADOS - CAS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149976,ARCO11CN,ARCOS DORADOS - MED,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149977,ARCO11ON,ARCOS DORADOS - CFL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149978,ARCO12ON,ARCOS DORADOS - CLH,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149979,ARCO13CN,ARCOS DORADOS - QLM,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149980,ARCO13ON,ARCOS DORADOS - CHE,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149981,ARCO14ON,ARCOS DORADOS - CPY,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149982,ARCO15ON,ARCOS DORADOS - CYM,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149983,ARCO16CN,ARCOS DORADOS - QUU,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149984,ARCO16ON,ARCOS DORADOS - ELC,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149985,ARCO17ON,ARCOS DORADOS - ESC,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149986,ARCO18CN,ARCOS DORADOS - SF3,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149987,ARCO18ON,ARCOS DORADOS - FCT,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149988,ARCO19CN,ARCOS DORADOS - MYB,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149989,ARCO20ON,ARCOS DORADOS - HLG,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149990,ARCO21ON,ARCOS DORADOS - LFR,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149991,ARCO22ON,ARCOS DORADOS - MAI,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149992,ARCO23CN,ARCOS DORADOS - TEC,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149993,ARCO23ON,ARCOS DORADOS - MER,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149994,ARCO24CN,ARCOS DORADOS - TRU,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149995,ARCO26ON,ARCOS DORADOS - MRJ,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149996,ARCO27ON,ARCOS DORADOS - MRN,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149997,ARCO28ON,ARCOS DORADOS - NOR,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149998,ARCO30ON,ARCOS DORADOS - NUN,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
149999,ARCO31ON,ARCOS DORADOS - OLI / OFI,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150000,ARCO32ON,ARCOS DORADOS - PAL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150001,ARCO34ON,ARCOS DORADOS - PMJ,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150002,ARCO35ON,ARCOS DORADOS - R02,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150003,ARCO36ON,ARCOS DORADOS - R26,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150004,ARCO37ON,ARCOS DORADOS - R8P,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150005,ARCO38ON,ARCOS DORADOS - ROL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150006,ARCO39ON,ARCOS DORADOS - SF2,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150007,ARCO40ON,ARCOS DORADOS - SF5,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150008,ARCO41ON,ARCOS DORADOS - SGC,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150009,ARCO43ON,ARCOS DORADOS - SJ2,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150010,ARCO45ON,ARCOS DORADOS - SJU,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150011,ARCO46ON,ARCOS DORADOS - SJW,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150012,ARCO47ON,ARCOS DORADOS - SMB,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150013,ARCO48ON,ARCOS DORADOS - SMG,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150014,ARCO50ON,ARCOS DORADOS - SOL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150015,ARCO51ON,ARCOS DORADOS - SYT,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150016,ARCO52ON,ARCOS DORADOS - TIG,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150017,ARCO54ON,ARCOS DORADOS - UN3,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150018,ARCOA3CN,ARCOS DORADOS - AC3,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150019,ARCOA4CN,ARCOS DORADOS - AR4,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150020,ARCOA5CN,ARCOS DORADOS - AR5,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150021,ARCOA7CN,ARCOS DORADOS - AR7,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150022,ARCOA9CN,ARCOS DORADOS - AR9,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150023,ARCOCBCN,ARCOS DORADOS - ACO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150024,ARCOCCXN,EDIFICIO ARCOR CORDOBA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150025,ARCOCCXY,ARCOR SA Colonia Caroya,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150026,ARCOCECN,ARCOS DORADOS - CUE,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150027,ARCOCJCN,ARCOS DORADOS - CYJ,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150028,ARCOCPCN,ARCOS DORADOS - CAL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150029,ARCOETCN,ARCOS DORADOS - ERC,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150030,ARCOETON,ARCOR PANAMERICANA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150031,ARCOFAON,ARCOLOR - FATIMA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150032,ARCOFBCN,ARCOS DORADOS - DEV,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150033,ARCOFDCN,ARCOS DORADOS - COR,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150034,ARCOGICN,ARCOS DORADOS - GIU,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150035,ARCOH3CN,ARCOS DORADOS - HY3,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150036,ARCOJBCN,ARCOS DORADOS - MTD,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150037,ARCOK2CN,ARCOS DORADOS - EK2,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150038,ARCOLPTA,ARCOR ING.LA PROVIDENCIA,GENERACIÓN,Autogenerador,2020-05-05 11:08:14.531913,67
150039,ARCOM1CN,ARCOS DORADOS - SM1,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150040,ARCOMACN,ARCOR MAIPÚ,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150041,ARCOMITY,ARCOR SA DIV. MISKY,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150042,ARCOMSXA,ARCOR MARIO SEVESO ARROYITO,GENERACIÓN,Autogenerador,2020-05-05 11:08:14.531913,67
150043,ARCOMTCN,ARCOS DORADOS - LEZ,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150044,ARCOMYCN,ARCOS DORADOS - AMY,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150045,ARCONGCN,ARCOS DORADOS - CNG,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150046,ARCOP1CN,ARCOS DORADOS - AP1,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150047,ARCOPICN,ARCOS DORADOS - PLL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150048,ARCOQJCN,ARCOS DORADOS - QUJ,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150049,ARCOR1CN,ARCOS DORADOS - R10,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150050,ARCOR2CN,ARCOS DORADOS - R2G,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150051,ARCOREKY,ARCOR SA DIV. RECREO,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150052,ARCOSLDY,ARCOR S.A. - EX ESTIRENOS SA,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150053,ARCOSP1Y,ARCOR SA San Pedro,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150054,ARCOSRCN,ARCOS DORADOS - AVA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150055,ARCOUYCN,ARCOS DORADOS - TRI,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150056,ARCOY1CN,ARCOS DORADOS - HY1,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150057,ARCOY2CN,ARCOS DORADOS - HY2,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150058,ARDAP13N,ARDAPEZ PTA.1(MAR DEL PLATA),GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150059,ARDAP23N,ARDAPEZ PTA.2 (MAR DEL PLATA),GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150060,ARGACOCN,ARGALL S.R.L.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150061,ARGEISDN,ARGENTOIL SA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150062,ARGEJA1N,ARGENSUN - LUJAN,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150063,ARGELU1N,ARGENTONE,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150064,ARGESAJN,ARGENCERES S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150065,ARGUBECN,ARGUL - BERAZATEGUI,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150066,ARIMBEON,ARIMEX IMPORTADORA SA - BECCAR,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150067,ARISLRFN,PLANTA ARISCO LA RIOJA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150068,ARMAFPON,ARMADURAS Y ESTRUCTURAS S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150069,ARPELHON,ARMANDO PETTOROSSI E HIJOS SA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150070,ARPOSMON,ARPO B.M.B. S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150071,ARZCFBSY,AR ZINC SA - EX SULFACID,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150072,ASCOAG1N,ASOC.COOP.ARG. - 30 DE AGOSTO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150073,ASCOPE1N,ASOC.COOP.ARG. - PERGAMINO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150074,ASOASMEN,SANATORIO ADVENTISTA DEL PLATA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150075,ASOCBA1N,ASOC.COOP.ARG. - BALANCEADO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150076,ASOCBR1P,ASOC.COOP.ARG. - BRAGADO,GRANDES USUARIOS,Gran Usuario Particular (GUPA),2020-05-05 11:08:14.531913,67
150077,ASOCCA1N,ASOC.COOP.ARG. - CAMPANA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150078,ASOCCGSN,ASOC.COOP.ARG. - C.GOMEZ,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150079,ASOCECLP,ASOC.COOP.ARG. - E.CASTEX,GRANDES USUARIOS,Gran Usuario Particular (GUPA),2020-05-05 11:08:14.531913,67
150080,ASOCGUEN,ASOC.COOP.ARG. - GUALEGUAY,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150081,ASOCGV1P,ASOC.COOP.ARG. - VILLEGAS,GRANDES USUARIOS,Gran Usuario Particular (GUPA),2020-05-05 11:08:14.531913,67
150082,ASOCIR1P,ASOC.COOP.ARG. - IRIARTE,GRANDES USUARIOS,Gran Usuario Particular (GUPA),2020-05-05 11:08:14.531913,67
150083,ASOCPDON,ACES - IAE-ESC DIR NEGOCIOS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150084,ASOCPE1N,ASOC.COOP.ARG. - PEHUAJO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150085,ASOCSJSN,ASOC.COOP.ARG - S JOSE ESQUINA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150086,ASOCSJSP,ASOC.COOP.ARG - S JENARO NORTE,GRANDES USUARIOS,Gran Usuario Particular (GUPA),2020-05-05 11:08:14.531913,67
150087,ASOCSMEN,ASOC. COLEGIO ADVENT DEL PLATA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150088,ASOCVRXN,ASOC.COOP.ARG. - V.ROSARIO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150089,ASOCWHSP,ASOC.COOP.ARG. - WHEELWRIGHT,GRANDES USUARIOS,Gran Usuario Particular (GUPA),2020-05-05 11:08:14.531913,67
150090,ATANMUON,ATANOR - PLANTA MUNRO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150091,ATANPIOY,ATANOR - PILAR,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150092,ATANR3XY,ATANOR- Planta Rio III (Cba.),GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150093,ATANSN1Y,ATANOR Pta. San Nicolas,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150094,ATILTVTN,ATILES S.A. - TUCUMAN,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150095,AUPABPON,AUTOPACK S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150096,AUTOADON,AUTOMOVIL CLUB ARG.-LIBERTADOR,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150097,AUTOSJJN,AUTOTRANSP. SAN JUAN M.D.PLATA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150098,AUTOTOON,AUTOBAT (TORTUGUITAS),GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150099,AUTOVMDN,AUTOSAL S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150100,AVEXLLCY,AVEX S.A.,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150101,AVEXVMDN,AVEX - V. MERCEDES,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150102,AXIOCA1Z,AXION-Pta Campana exESSOCA1Z,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150103,AXISGAOY,AXIS LOGISTICA S.A. - Garin,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150104,AYJSHYJN,AYJ S.R.L.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150105,AYSA3FOY,AYSA - Planta Tres de Febrero,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150106,AYSABOCY,AYSA - Planta Boca-Barracas,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150107,AYSACBCY,AYSA - Est Elevadora Caballito,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150108,AYSACTCY,AYSA - Est Elevadora Centro,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150109,AYSAFLCY,AYSA - Est Elevadora Floresta,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150110,AYSALACY,AYSA - Est Elevadora Lanus,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150111,AYSALMOY,AYSA - Est Elevadora Matanza,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150112,AYSAMBCY,AYSA - Planta Manuel Belgrano,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150113,AYSAMOOY,AYSA - Planta Morón,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150114,AYSANOOY,AYSA - Planta Norte,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150115,AYSAPACY,AYSA - Est Elevadora Paitovi,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150116,AYSAQICY,AYSA - Pta Elevadora Quilmes,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150117,AYSASAOY,AYSA - Est Elevadora Saavedra,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150118,AYSASMOY,AYSA - Planta San Martin,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150119,AYSAVAOY,AYSA - Est Elevadora V.Adelina,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150120,AYSAVDCY,AYSA - Est Elevadora V.Devoto,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150121,AYSAWICY,AYSA - Est Elevadora Wilde,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150122,AZAPLAYY,ACEROS ZAPLA S.A.,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150123,AZUCTETA,AZUCARERA JUAN M.TERAN SA,GENERACIÓN,Autogenerador,2020-05-05 11:08:14.531913,67
150124,BACTPNOY,BS.AS. CONTAINER SERV.- PNuevo,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150125,BAGACCXN,GALLETITAS CORDOBA BAGLEY,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150126,BAGAGTXN,GALLETITAS TOTORAL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150127,BAGAMEDY,BAGLEY ARG.S.A.EX GALLET.ARCOR,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150128,BAGAPECN,BCO GALICIA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150129,BAGASA1Y,BAGLEY ARG. - Salto,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
150130,BALKALCN,BALKO 541788,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150131,BALKLACN,BALKO 54177K,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150132,BAMBROSN,TALLERES METALURGICOS BAMBI,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150133,BANC25DN,25 DE MAYO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150134,BANCADCN,BCO. PATAGONIA -AV DE MAYO 701,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150135,BANCANON,BANCO SUPERVIELLE 258,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150136,BANCBACN,BANCO SUPERVIELLE 007,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150137,BANCBECN,BANCO SUPERVIELLE 254,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150138,BANCBEON,BANCO SUPERVIELLE 217,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150139,BANCCFDN,FUERTE CONSTITUCIONAL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150140,BANCCLON,BANCO SUPERVIELLE 052,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150141,BANCCRON,BANCO SUPERVIELLE 045,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150142,BANCFVCN,BANCO SUPERVIELLE 187,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
150143,BANCGAON,BANCO SUPERVIELLE 246,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
